Id	Text	Label
1243124077595725824	Senate President Tito Sotto says he believes he was not exposed to ACT-CIS Party-list Rep. Eric Yap, who tested positive for COVID-19. @USER	INFORMATIVE
1245902887911211009	@USER @USER You prolly out to go on a Navy ship Mister Never-Enlisted-Because-You-Are-Too-Good-For-Serving... COVID-19 lives on shiny steel surfaces for up to 72 hours. Once you get the virus on the ship, many will die to clean her up.	UNINFORMATIVE
1241448302304014339	Adams County still has one confirmed case of COVID-19 but more testing results pending, according to update from Adams County Health Department and Emergency Management Agency.	INFORMATIVE
1242155318475468801	Ace reporting by @USER Title IX sexual-assault investigations may be delayed as COVID-19 disrupts colleges HTTPURL via @USER	UNINFORMATIVE
1241152040811679744	Larry Edgeworth is the first person I know who has passed away from Covid19. He was a wonderful man-- so supportive of the Cosby survivors at the trial. RIP Larry. HTTPURL	INFORMATIVE
1249924984094494720	Sarah Maldoror, 90 year old African filmmaker, who died April 13 of COVID-19. She was born in Guadeloupe, married to Angolan revolutionary Mário Pinto de Andrade. A long while back we wrote about her films and her legacy. @USER @USER @USER HTTPURL	INFORMATIVE
1250752501952983040	“Polling taken April 6 to 8 from the progressive Center for American Progress showed 71% of Michigan voters approve of how Whitmer is handling the COVID-19 crisis and 29% disapprove. Trump was at 51% positive and 49% negative.” HTTPURL	UNINFORMATIVE
1236153361642201088	Now 200 dead from COVID-19 in Italy. BBC News - Coronavirus: Italy reports biggest daily jump in death toll HTTPURL	INFORMATIVE
1241140468785782792	Two weeks ago Italy had 3089 covid19 cases and 107 deaths.. Today they had 41,035 cases and 3405 deaths.. Today the UK had 3269 cases and 144 deaths Imagine the potential deaths two weeks from now.. STAY AT HOME &amp; SELF ISOLATE!	INFORMATIVE
1241171696213733376	Coronavirus dilemma: For some, a choice between being sick and being paid HTTPURL	UNINFORMATIVE
1247758062170943488	Bill Bowtell AO. Thanks Bill. “Covid—19 is not influenza. It’s a variant of SARS. No-one, especially not politicians or lobbyists have the slightest idea about the long-term effects of serious COVID infection on those who recover”. Increasing concern about irreparable damage.	UNINFORMATIVE
1245917517417046017	David Icke exposes the genocide: This is how they will KILL YOU! #coronavirus #5G #vaccines #Agenda2030	UNINFORMATIVE
1245852233016762372	President Trump revealed a grim projection in the coronavirus pandemic on Tuesday: Even with the social distancing the US is doing now, 100k to 200,000 Americans will likely die as a result of the ongoing outbreak. “When you see 100,000 people, that’s a minimum number” Trump said	UNINFORMATIVE
1236177823397634050	Italy with a 5% death rate. CFR 5%! 197 out 3900! That is the number for the countries which do not take countermeasures like China, Taiwan, Japan or Korea! #coronavirus #COVIDー19	INFORMATIVE
1241440936619642880	#Kyiv has banned playgrounds and sports grounds in parks, squares and adjoining territories. Here, the number of persons infected with SARS-CoV-2 has grown to 10 #CoronavirusPandemic #coronavirus #Ukraine	INFORMATIVE
1249423109213564928	@USER 99 New Cases Of #CoronaVirus Reported In #China In One Day. The biggest one day spike in 37 days This has been my biggest concern. If this is the case then we can never return to a normal life until 7 billion of us are vaccinated. God have mercy on us. AMEEN.	INFORMATIVE
1246997185167634439	..transmitting the Wuhan Coronavirus, with some people sitting there. Mohammad Sona, who was present there, began assaulting the victim. After sometime Sona brought a gun and fired at him from close range. Nishad fell on the ground and started bleeding #BanTabligiJamat HTTPURL	UNINFORMATIVE
1251730916042571778	#Resist #Resistance Yesterday 18 April 2020, about 1867 Americans died of the coronavirus at the hands of donald trump. While trump whined about how he's treated.	INFORMATIVE
1236101623258087424	@USER Hey Rebecca. Buried in all the conversations is this: Per the JH dashboard, by June 1/8 to 1/5 of the world outside China will be infected by covid-19.	UNINFORMATIVE
1241312365511049219	all the 3 new coronavirus cases making it 19 have been in Ghana for the past 2 weeks... If they're able to trace all those who returned to Ghana this month the cases go reach 65	INFORMATIVE
1250457104688742400	Health Sec says death of 13 year-old Ismail without his family by his side, “made me weep”. Government will introduce new guidelines to allow family members to safely say goodbye. We reported how families have to say farewell thru windows #covid19 HTTPURL	INFORMATIVE
1247226722573070336	It is with heavy heart that Doctor Abdul Qadir Soomro lost his life after getting infected with coronavirus.Dr Soomro administrator of Al-khidmat Foundation charity hospital had established isolation center to treat the coronavirus patients. HTTPURL	INFORMATIVE
1236094361391247360	@USER @USER @USER @USER 🚨#NewYork announces 44 total #coronavirus cases, DOUBLE yesterday's total. 8 patients are in Westchester, 3 on Long Island. Unfortunately, we should expect the number of #COVID19 cases in the U.S. to surge over the next several weeks. #CoronavirusOutbreak et bah, c’est 👌🏻 🙄🦠 HTTPURL	INFORMATIVE
1247466601403887616	Of the new cases confirmed today, the second patient is a 28-year old lady who travelled from London, UK on 19 March 2020. The person confirmed in Chikwawa is a 30-year-old man who travelled from South Africa on 16 March 2020. #Coronavirus #COVID19	INFORMATIVE
1241068486794915842	A hotline for info on #Henrico services/operations will pause for the weekend at 7 p.m. tonight. The line – 501-5655 – will resume taking calls at 7 a.m. Monday. Info is available anytime at HTTPURL #COVIDRVA	UNINFORMATIVE
1236212189893029888	@USER Why Trudeau govt is kowtowing to CCP? China is not reliable, esp with #coronavirus , it's probably can't recover soon HTTPURL	UNINFORMATIVE
1240265700243132418	Cuyahoga County health officials: #COVID-19 testing is prioritized for high-risk individuals. If you suspect you’re sick, call your doctor. If you do NOT have doc, call MetroHealth even if you don’t have insurance. 440-59-COVID @USER #WEWS HTTPURL	UNINFORMATIVE
1241328998967377920	JUST IN: As of today, SA now has 240 confirmed cases of #Covid_19. There has been an increase of 38 from Friday’s announcement. #CoronavirusInSouthAfrica HTTPURL	INFORMATIVE
1246609058016223234	#DearMrPresident Trump fails to make payments due, fires 1500 workers. Deadbeat Trump says he'll ignore congressional oversight of who gets money from the $500 billion coronavirus business bailout.	UNINFORMATIVE
1241823532440526848	Salem County, NJ has reported their first case. New Jersey becomes the fifth state to have every county with a confirmed case of Coronavirus	INFORMATIVE
1235809188112023552	"I also want to add that 90% of patients who contract Covid-19 will go through flu-like symptoms and they will recover from those." — Dr Anban Pillay, Acting director-general - Department of Health #COVID19 #Coronvirus #702Breakfast HTTPURL	UNINFORMATIVE
1238517602852503552	NY begins to empty: One million fewer take the subway - but de Blasio says there are NO plans to close the city down as 95 remain infected from coronavirus via HTTPURL HTTPURL	INFORMATIVE
1241222794828034050	The tragic death of Kobe and others on that helicopter feels like a year ago. We thought 2018 was bad. Then we said 2019 was worse. 2020: “Hold my beer.” #Kobe #NashvilleTornado #coronavirus #itsonlymarch #whatsnext	UNINFORMATIVE
1237478332138237953	Massachusetts Gov. Charlie Baker has declared a state of emergency after the total number of coronavirus cases in the state more than doubled on Tuesday. HTTPURL	UNINFORMATIVE
1242855955773001728	@USER This is only the tip of the iceberg What will devastate post-acute care (SNF, IRF, LTACHs) aren't the #COVID19 positive patients, but patients who are not tested (and have it) or have moderate-high pretest probability with a false negative test since sensitivity ~70%	UNINFORMATIVE
1247166224410144768	The number of Covid19 cases in India grew by 10 times, from 403 on 22nd March to 4289 on 5th April. Meanwhile, we are testing only 66 people / million. Even countries like Vietnam, Thailand, Turkey, Iran &amp; even Trinidad &amp; Tobago are doing better than us. #ModiGovtFailsIndia HTTPURL	INFORMATIVE
1247624454731071488	Asmara, 07 April 2020- Nationals inside the country and abroad have contributed over 1.2 million Nakfa and 171 thousand Riyals to bolster the #Eritrean Government’s measure to contain the spread of COVID-19. 🇪🇷 #EritreaFightsCOVID19Down👇@USER HTTPURL HTTPURL	UNINFORMATIVE
1241770344354058242	Afghanistan confirm first death of #Coronavirus KABUL: (AIP): The Afghan government announced the first fatality related to Novel Coronavirus (COVID-19) on Sunday (March 22).	INFORMATIVE
1241634637786603520	There is a high probability that people who will test positive for COVID-19 this coming week might be more than the previous weeks, with the rate at which Prayer Centres (Mosques&amp;Churches) have defied the order by the Govt to not converge at a crowded place for now,	UNINFORMATIVE
1244915245937614848	24 tests positive for #Covid19 from Nizamuddin Markaz, Delhi Police has identified 1830 people who attended the religious congregation in Nizamuddin West earlier this month. Numbers to go up, 281 are foreign nationals, 501 from TN, 216 from Assam @USER	INFORMATIVE
1245821308018896896	This is how covid-19 got started. Someresearchers in wuhan and a short distance from the wet market, were studying bats, how they can carry nasty viruses but don't get sick, and accidently infected themselves. The Source of the Coronavirus HTTPURL via @USER HTTPURL	UNINFORMATIVE
1250712003682975744	More than a month after the coronavirus outbreak was declared a global pandemic, locum GPs, returners and others have yet to be given clear guarantees over death-in-service rights #GPnews #COVID19	UNINFORMATIVE
1250099016613924869	Fifty Department of Education employees have died from coronavirus, the DOE announced Monday. "We mourn these losses and will not forget the impact each person had on our DOE family,” said Chancellor Richard Carranza in a statement. HTTPURL	INFORMATIVE
1247617782159679495	Tunisia's shrinking tourism revenues had not fully recovered from the revolution and have also been hit by terrorism. #Coronavirus may endanger the sector again as Europeans are stuck in Europe and may face a recession. 8/ HTTPURL	UNINFORMATIVE
1241454190116900866	#BREAKING: Two residents of Koester Pavilion, a nursing home in Miami County where coronavirus has been confirmed have died. More to come.	INFORMATIVE
1244699281778446336	The Chaos in Bukoto! People lining up at ATMs; shopping queues.. and they've 9 minutes left to park private cars. 24 hours wouldn't have been a bad idea.. to give people time. PS: I live near a supermarket. Walking has never been more useful. Curfew enkya! #STAYSAFEUG #COVID19	UNINFORMATIVE
1245737056778715138	When Govt announced Patient 1, Twitter DCI did not believe it &amp; claimed govt was after donations from WHO &amp; World Bank. When govt announced coronavirus patients had recovered, Twitter DCI goes on to proclaim lies going after private life of Brenda. who will help this generation	UNINFORMATIVE
1247893311223824385	So, a BBC journalist is asking an ”African expert” based in London why there are few cases of Coronavirus in Africa! What the heck is this? HTTPURL	UNINFORMATIVE
1242114826932977668	@USER @USER 1/1. I will pray for them and their family. I am older, a cancer survivor, weakened immune system from chemo, and live between Baton Rouge &amp; New Orleans..... an area rapidly increasing in positive coronavirus cases.	UNINFORMATIVE
1245761258118356992	330000000 million Americans. 216780 cases of Covid. Do I need to do the math to show you that’s .06% of the US are now infected... WTF is really going on?	INFORMATIVE
1238732058702184448	Cavite Governor Jonvic Remulla announced on Saturday that the 1-year-old person under investigation from Tanza, Cavite has tested negative for COVID-19. (via @USER	INFORMATIVE
1245886172930494464	@USER @USER and @USER depleted America's supply by giving #PPEs to China. @USER graduated from @USER and left America's six exposed. As a result Americans are paying for his choice with their lives #StopCOVIDDeaths💀⚰️💀 #COVID19 #TrumpKNEWandDidNOTHING	UNINFORMATIVE
1247001078085763073	The NTG confirms the Territory’s 28th case of Covid-19. A Darwin woman in her 30s who had recently returned from North America. ⁦@USER #ntpol #covid19australia HTTPURL	INFORMATIVE
1245849100127363073	What THOUDSANDS UPON THOUSANDS?!? Ohh you must mean all the 80+ yr olds that had PRE-EXISTING CONDITIONS, so when they died they said COVID death! WE ALL have CORONAVIRUS IN OUR SYSTEM, you Do know that right??? WTF UP #Sheeple! Sorry to address a priest this way but I'll PRAY 4U	UNINFORMATIVE
1245694974974398466	This is literal insanity even beyond the idea there is a red-State/blue-State divide here: NY is the poster child for waiting too long to handle this crisis. They will likely end up with 1/3 to 1/2 of all corona cases in the US this year.	UNINFORMATIVE
1236148292074926081	If Hillary had won and Trump was just the same old pompous critic, what would he be saying now about the coronavirus response? (Remember that HRC was a skilled govt manager.) HTTPURL	UNINFORMATIVE
1236588168608006144	#Coronavirus Outbreak in India: Health Ministry Directs AIIMS &amp; JIPMER Pondicherry to Create Isolation Facility for Suspected #COVID19 Patients HTTPURL	UNINFORMATIVE
1241023011970584576	LSBA partner @USER is offering a 20-call free trial virtual receptionist to help law practices working remotely in response to COVID-19, plus an additional 20 calls free, 1 free integration and 1 free 24/7 chatbot. Use code SMITHCOVID19: HTTPURL	UNINFORMATIVE
1236107280837480450	#Idaho #Indiana #Mississippi #Missouri #MichiganPrimary #NorthDakota #Wisconsin #Bernie2020 We knew this.The unintended upside is best our soldiers are home until each country secures their population under the covid-19 outbreak. R military Rnot wet nurses. #JustSayin @USER	UNINFORMATIVE
1245909536445050880	All people in Portugal with pending visa applications will be treated as permanent residents from Monday until at least July 1, authorities said on Saturday, to ensure migrants have access to public services during the #COVID19au outbreak. #SupportForAll HTTPURL	UNINFORMATIVE
1243990536865841152	Right now if you add up the New York and New Jersey coronavirus cases they account for 54% of all the cases in the country.	UNINFORMATIVE
1243047820157952000	3 Possibilities 1. China killed 73,650 people and saying they are recovered. 2. Frustrated from trade war China first made vaccine and than released virus. 3. China yet again hiding real picture. #COVID2019 #ChineseVirus #ChinaVirus HTTPURL	UNINFORMATIVE
1242763329090785280	#COVID19 | The first phase of Census 2021 and updation of NPR, which was scheduled to begin on April 1, 2020 postponed until further orders: MHA #CoronaUpdatesOdisha #CoronaVirusUpdates #COVID19UpdatesWithSambadEnglish HTTPURL	UNINFORMATIVE
1241180767511871489	The ECB Board has today agreed that no professional cricket will be played in England and Wales until at least May 28 due to the COVID-19 pandemic. Via @USER #Cricket #Covid19	UNINFORMATIVE
1241234752620945409	“An air traffic control supervisor in #INDIANAPOLIS tested positive, the Federal Aviation Administration reported. It’s the third #FAA facility affected by #COVID -19. (from @USER HTTPURL	INFORMATIVE
1247014358108065793	The total number of confirmed COVID-19 cases in South Africa have now reached the 1655 mark. This is an increase of 70 from the previously reported cases with another two deaths related to COVID-19. This takes the total number of COVID-19 related deaths in South Africa to 11. M.M HTTPURL	INFORMATIVE
1236003072293380099	A couple from Bridgwater stranded on board the Grand Princess cruise ship as tests are carried out for suspected cases of coronavirus say it is like 'being in a prison'. HTTPURL HTTPURL	UNINFORMATIVE
1239513519965343747	Trump Refused tests so Kushners “Oscar” company could roll out Trump “Approved” tests. Announced last night at 3:00am EST. 2+ Months of COVID19 illness and death. Trump Intended Personal Profit Over American Lives! LOCK TRUMP UP!	UNINFORMATIVE
1240341424656265216	FYI I'm in Derby Hospital with COVID-19. There are several other people here with suspected coronavirus, mostly young and in their 20s, 30s. Just if you thought it couldn't affect you.	UNINFORMATIVE
1250688972713537536	A Mombasa court has released Kilifi Deputy Governor Gideon Saburi on a Ksh.200,000 cash bail or Ksh.500,000 bond with one surety of a similar amount in a case where he is charged for failing to self-quarantine over the coronavirus.	UNINFORMATIVE
1240759349741604870	BREAKING: The House Oversight Committee has opened an investigation into the Trump administration's shortcomings of providing Americans with coronavirus tests.	UNINFORMATIVE
1236126976404082689	@USER Dude if we cruise, we cruise Norwegian. The one we took last year out of LA had a killer comedy show and Jersey Boys which was pretty close to the broadway version. Been looking for deals during COVID-19 hype.	UNINFORMATIVE
1241183020331212802	The WHO is being haunted by an old tweet saying that China found no human transmission of coronavirus HTTPURL HTTPURL	UNINFORMATIVE
1245662692746113025	I think tonight Covid cases will pass 1 Million. If we don't do anything we'll hit the 2nd million faster than the 1st. Stay Home. Stay Safe. #StayHome #StaySafe	UNINFORMATIVE
1245925054942023698	Samples of a newborn baby and his mother from Chembur, who were admitted to the civic-run Kasturba Hospital, have come negative for #COVID19 | reports @USER HTTPURL	INFORMATIVE
1241193154394689537	“We can't have a situation where we're too far out of line and have people coming into Delaware because they're not permitted to do whatever it is in Maryland or Pennsylvania or New Jersey.” - @USER Via @USER HTTPURL # netde #COVID19	UNINFORMATIVE
1241038715012689921	The provincial site states the man is in this 80's and had just returned from the Bahamas. #ygk #QuinteWest According to @USER there are only three confirmed cases of #COVID19 in the Bahamas.	INFORMATIVE
1245811354646261760	@USER 73 NHS staff in Great Ormond Street test positive for coronavirus. The Govt abnegates its responsibility for the lives of NHS nurses &amp; doctors by not procuring WHO recommended protective clothing for those on the front line.	INFORMATIVE
1242709540665282560	BREAKING The Hawaii Department of Health today reclassified a death formerly attributed to the coronavirus as negative for COVID-19, blaming the confusion on a report being misread. More: HTTPURL #coronavirus #COVID19 HTTPURL	INFORMATIVE
1245656363289571332	Why is Trump not building a wall against COVID-19?Is he not aware that America is now the world epicenter, nearly 200000 cases of COVID-19 and over 7000 deaths?	INFORMATIVE
1241191702779645952	Sending best regards to Sen. Ted O'Brien as he fights the coronavirus. One of the gentlemen of #ROC politics, he has served his party, his neighbors and his state with kindness and integrity.	INFORMATIVE
1237506053849387009	Hunter McKenzie, an American living in South Korea, when she learned a woman at her grocery store tested positive for #COVID19 last week: “It was difficult not to panic… But I also knew it would be irresponsible to not get screened.” HTTPURL	INFORMATIVE
1245936068165111808	A healthy 39-year-old DJ died of coronavirus. What his young widow and daughter want you to know - CNN HTTPURL	INFORMATIVE
1241039180827942912	India has reported officially 248 cases as of now, however I’m still doubted on the very large population there are a lot downstream. #CoronaVirusUpdate #coronavirusindia #COVID19 #CoronavirusOutbreak	INFORMATIVE
1245884459272069120	@USER @USER 💐Donna as retired nurse i worry abt former colleagues. I spoke @USER + with @USER on the safety issues on recruiting RETIRED #nhsstaff at ⬆️risk of SEVERE #COVIDー19🦠 Barriers #PPEShortage &amp; #Covid19testing Some staff have since died RIP💔 HTTPURL	UNINFORMATIVE
1246965674733236224	A second person has died in Gaston County related to COVID-19 — "Tonight at 6:25 our dear friend and brother in Christ, Virgil Sutton, entered into the gloriest city of all - Heaven," pastor Austin Rammell said in part in a post on social media. HTTPURL HTTPURL	INFORMATIVE
1245734364622860288	Biden, blaming Trump, says U.S. has more coronavirus cases than China HTTPURL	UNINFORMATIVE
1244533799221895169	We hoped for a #GreenNewDeal - but the #US #coronavirus relief package contains no #climate stipulations. Bailout for #airlines &amp; cheap loans for #fossilfuel firms, but no new demands to combat #globalwarming. A lost opportunity costing $2 trillion... HTTPURL	UNINFORMATIVE
1236107622778101760	From @USER Healthcare authorities in S.C. have been preparing for this eventuality &amp; there is no reason for public alarm. DHEC is working with the CDC on confirmation for these cases. #coronavirus #COVID19 HTTPURL	UNINFORMATIVE
1241189118626807809	There will be various reasons why many Australians are not heeding warnings about the #coronavirus and one of them is that those warnings are coming from Scott Morrison. We need a non-politician, a trusted authority, at the helm of Australia's response to #covid-19. #auspol	UNINFORMATIVE
1249519565156933634	“The Life and Death Shift”: the cover of ‘The New York Times Magazine’ on the medics working at the frontlines in Italy, which shows the hollowness of the self-serving IT phrase “graveyard shift”. #Coronavirus HTTPURL	UNINFORMATIVE
1245845747519676417	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi precious lady @USER 💝.All well here! Thank God🙏🏻!Hubby @USER ❤️♾❤️and me enjoying the one positive thing coming from #Covid19,the extra quality time!Uhmmm, while the kids get more &amp; more bored and annoyed. Lol! Please take good care of yourself &amp; your family 🙏🏻	UNINFORMATIVE
1246025764874616832	Are they serious?! This is so ignorant in terms of protection (#Rwanda &amp; a large number of the continent are protected!). We have less cases on the continent than the USA. Are you planning to spread it or something? Vile/Dégueulasse @USER @USER #Inserm #COVID19	UNINFORMATIVE
1244933083826184193	#KashmirisUnderCOVIDThreat he number of coronavirus cases in Pakistan reached 1,526 on Sunday, amid officials stepping up efforts to contain the fast-spreading deadly viral infection. HTTPURL	INFORMATIVE
1245882537047666689	NEW: Giant Eagle says an employee who works at Murrysville store 0032 on Old William Penn Highway has tested positive for coronavirus. The employee was last there on 3/27 and the store has been sanitized.	INFORMATIVE
1241050680611274766	Apologies, we have corrected our Community Hotline number. If you believe you have COVID-19 symptoms or have been exposed to the virus, you can now be pre-screened on the phone. Call us at 718-250-8199, from 9 am to 6 pm daily. HTTPURL	UNINFORMATIVE
1241062094373441536	The U.S. government is moving its tax filing day from April 15 to July 15, Treasury Secretary Steven Mnuchin said on Friday amid the coronavirus crisis afflicting the country. HTTPURL	UNINFORMATIVE
1241304148865363968	BREAKING: ‘Member of the Office of the VP tested positive for the Coronavirus,’ ‘Neither Pres. Trump nor VP Pence had close contact with the individual’ HTTPURL via @USER	INFORMATIVE
1241711012363059200	United States #Coronavirus Cases: 26,900 Deaths: 348 Recovered: 178 The US has reported 348 coronavirus deaths, and more than 26,900 cases across all 50 states. Here's what we know about the US… HTTPURL	INFORMATIVE
1236091705499308033	Today, I joined @USER and @USER to announce a sixth presumptive case of COVID-19 in Illinois, an aide at Vaughn Occupational High School. As a parent myself, I understand how unnerving this information might be for many of Chicago’s residents. HTTPURL	INFORMATIVE
1241066124684308480	In a grave health emergency this is the right decision. There were more than 60 people at this #Parliament meeting. Many must have interacted with the MP @USER Please step forward. Let’s self isolate. Let’s win this together #COVID	INFORMATIVE
1243185980909199361	After spending good time of the crucial period of containment (prevention) of #coronavirus (govt was busy in maligning #ShaheenBagh &amp; #CAA_NRC_Protests, #kemchoTrump, teaching Delhi a lesson for not voting for BJP, &amp; finally toppling #MP Govt)/1	UNINFORMATIVE
1241452935856390145	#Egypt reported nine new #coronavirus cases and two fatalities on Saturday, the health ministry said in a statement, bringing the totals to 294 confirmed infections and 10 deaths HTTPURL	INFORMATIVE
1245632962546159619	The US death toll from the coronavirus pandemic has gone above 5,000, Johns Hopkins University has said. Earlier the university said 884 people had died in 24 hours - a new record. HTTPURL	INFORMATIVE
1237589752200589312	All signs pointed to the novel coronavirus being bad news for Taiwan. But as of March 10, Taiwan has just 45 coronavirus disease (Covid-19) cases, and only one death. What is Taiwan doing right, and can we copy them? HTTPURL	INFORMATIVE
1241797351683096577	UPDATE: From 240 cases yesterday, South Africa now has 274 confirmed cases of COVID19. - Gauteng has highest cases at 132 - Followed by WC (88) and KZN (36) - Male (170) and Female (104) #Covid_19SA #CoronavirusInSA HTTPURL	INFORMATIVE
1250103423959261189	@USER On 8/4 France reported that 3237 had died from Covid 19 in care homes. Yesterday Guardian were reporting that France &amp; Italy were saying 45% deaths were in care. It would be easy to have a dotted line branch taking these proportions off. Either that or bin the misleading graph.	INFORMATIVE
1247149690770141186	Donald J. Trump Retweeted Yaneer BarYam@USER BREAKING: Coronavirus Outbreak. Good news on multiple fronts US today now at 23,373, yesterday at this time was 30,571. Also, over 5,000 new recovered yesterday Italy, Spain &amp; Iran steadily decreasing over more than a wk..	INFORMATIVE
1245663473100611584	The report appears to confirm that nobody has been charged for any of the crimes that led to 86 people losing their lives. Nothing appears to have been done to prevent a repeat. It seems that the only safeguarding #Ethiopia from breakouts of communal violence, is the coronavirus.	UNINFORMATIVE
1236146126593691648	Lee Health confirmed Friday night that a patient who tested positive for Covid-19 after arriving at Gulf Coast Medical Center later died. Lee Health also said it was treating a second patient with a presumptive positive test for COVID-19.	INFORMATIVE
1246917527831080960	“A Muslim FDNY firefighter tested positive for coronavirus nine days after three Hasidic teens in Borough Park deliberately sneezed on him, sources told The Post.” 😠	INFORMATIVE
1236115510657343488	#BREAKING- #Nebraska has announced its first case of the novel #coronavirus! The patient is a woman in her 30s from #NebraskaDouglas county who recently returned from the #UK at the end of February! #Oigetit #fakenewsfilter #Coronavirusupdates #COVID_19 HTTPURL	INFORMATIVE
1245658414010650625	2. #ventilators are for the ones coming out of deep tunnels with low oxygen and will need help with surface levels. Offering Mercy and Comfort are the ships taking about 50 a day and not taking Covid-19 cases. The next 2 wks will be painful but there isa bright light and soon &lt;3	UNINFORMATIVE
1246037075809443840	'Conversations with Care Homes'- the new My Home Life England YouTube channel! We're giving #carehomes a voice, as well as strength, support &amp; solidarity in light of COVID-19. We'll be hearing real situations &amp; sharing ideas for practice &amp; positive change: HTTPURL	UNINFORMATIVE
1241448458806071296	A 79-year-old patient of coronavirus in Italy has recovered after taking an experimental Ebola drug remdesivir. According to health officials, patient started his treatment on March 7and has now taken two negative tests after 12 days in the hospital,said professor Matteo Bassetti HTTPURL	INFORMATIVE
1245992851126857730	More than 60 journalists in #Egypt are behind bars, in many cases in inhumane conditions. In addition to suffering unjust detention, they now face a serious health risk from #COVID19. Egypt must release them. #PressEgypt HTTPURL	UNINFORMATIVE
1248154289660465153	Yesterday, over 900 people died in the UK as a result of #COVID19 . 15 people in a single care home in Luton have died. Yet we continue to focus on one bloke sitting up in bed in one ICU who didn’t follow his own social distancing advice. I despair of the media. #COVIDIOTS	INFORMATIVE
1236177578823737345	@USER @USER Adeboye told me i would recover my mandate — Diri Mbaka told Hope Uzodinma that he would recover his mandate None of these individuals told Nigeria through their prophecy that an Italian will smuggle coronavirus into Nigeria through Lagos One chance	UNINFORMATIVE
1247622493537329152	Our VP, #EconomicDevelopment, @USER and @USER shared their 10-Point #Covid19 Recovery Plan for Economic Developers (and #cities) earlier this week.	UNINFORMATIVE
1245734472823328769	The Department of Social Protection has confirmed that ONLY people living in the Republic can receive the Covid-19 emergency payment But theres some hope for cross-border workers; as employers can claim the temporary wage subsidy for all their workers who pay PAYE @USER HTTPURL	UNINFORMATIVE
1241647581232615425	Update of #Covid_19 cases in #Sindh as on 21.03.2020 Karachi: -Positive: 105 -Cured: 3 -Deaths: 1 -60 cases out of 105 in Karachi are of Local Transmission Pilgrims Sukkur: -Positive: 187 -Negative: 527 Total Cases in Sindh: 292 Patients Under Treatment: 288 #SindhHealth	INFORMATIVE
1243126707340693504	Canadian COVID financial aid: According to the government, the CERB will provide workers who have lost their income due to the pandemic with $2,000 a month for up to four months. It covers those who have lost their jobs permanently or temporarily – including contract workers	UNINFORMATIVE
1241852448181899265	What’s the common denominator in high volume COVID 19 cases on CA, NY, WA.	UNINFORMATIVE
1246613483719921664	Now 272 #covid deaths in Canada (more than 6x the number of Cdns who died from SARS in 2003). Mortality in ON, QC, BC, AB continues to rise on logarithmic scale. Public health measures more important than ever. Source: HTTPURL #StayHomeSaveLives HTTPURL	INFORMATIVE
1246194748165165058	Breaking News: A new study using Hydrochloroquine and Azithromycin cured 79 out of 80 patients with COVID19. This follows a study using Hydro... with Zinc that cured ALL 350 patients. What’s the CDC doing? And why the hell are Democrat governors banning this drug? 🤔 HTTPURL	INFORMATIVE
1237513834790670336	Breaking: #Natick Supt. Of Schools Anna Nolin announces 2 students at Natick High School-like thier parent- have rested positive presumptive for Covid-19. But school will remain open- neither student has been in school for over a week, and the school has been sanitized. #wcvb HTTPURL	INFORMATIVE
1249729585857597441	The number of hospital deaths from coronavirus has surged past the 10,000 mark in the UK, casting a grim shadow over our muted Easter celebrations - read the latest in Philip Evans' Isolation Diary... #lymeonline #lymeregis #dorset #selfisolation #blog HTTPURL	INFORMATIVE
1236105741091704834	‘AIPAC says two people at DC conference attended by Pence and others have tested positive for coronavirus’ In attendance: M. Pompeo, M. McConnell, Ted Cruz, Liz Cheney, Mike Bloomberg, Cory Booker HTTPURL	INFORMATIVE
1236335389574664195	We’ve suspected China was underreporting. I think we can look to other countries like Italy for more factual reporting, which does not look good for the US in a few weeks. I’m not panicking, but I am preparing. And nothing a republican says will change my mind about #coronavirus	UNINFORMATIVE
1245967698712035328	@USER @USER @USER Saw the video yesterday on WhatsApp,I died 😅😅😅😅😅... Na Dem ooo, mocking covid one nine....	UNINFORMATIVE
1236122405384273920	@USER If tens of thousands of people die of Coronavirus, Dumpf &amp; his henchmen should be removed ASAP from power. Criminal incompetence, or criminal negligence &amp; dereliction of duty are both UNACCEPTABLE from our govt. We need to ask Congress to TAKE MEANINGFUL ACTION &amp; REMOVE CRIMINALS	UNINFORMATIVE
1241516698475229185	1/3 As the # of #InfectedRecovered reach between 30% &amp; 40% We need to focus on 👇 #WorkforceReIntroduction back into production. How this #Transition is conducted is extremely important to the welfare of those who *haven't had #COVIDー19	UNINFORMATIVE
1241487770343833602	JUST IN: Middletown's mayor has confirmed the city's first case of COVID-19. The latest on Ch. 3 on air, the app HTTPURL	INFORMATIVE
1250398258033315840	13 days later (15 April 2020) we have over 2 million recorded hospital cases of Covid-19 worldwide (Care home cases still not noted by the UK Government and others) 😭 HTTPURL	INFORMATIVE
1245705934879494144	@USER @USER Dear @USER Nigeria need the ventilators more at this time. The number of cases increases daily especially in Lagos. Kindly send some to Nigeria. Thanks #CoronaVirusInNigeria #COVID19	UNINFORMATIVE
1251025189799727104	In highly irresponsible behavior, locals remove barricades in densely populated Gulbai Tekra slum pocket today morning which has been declared containment zone/restricted area by AMC due to growing number of Coronavirus cases there HTTPURL	UNINFORMATIVE
